matrix_id,graph,model,bot,seed,t,topic,variance,delta_from_t0,delta_from_prev,left_count,center_left_count,center_right_count,right_count,measured_agents,graph_nodes,graph_edges,graph_density,graph_components,graph_isolates,graph_avg_degree,graph_min_degree,graph_max_degree,graph_local_edges,graph_long_range_edges,bot_degree
20260305_235416,er,semantic,off,23,4,Government Environmental Regulations,0.35381197929382324,-0.09522897005081177,0.017511427402496338,3,13,18,2,36,36,96,0.1523809523809524,1,0,5.333333333333333,2,10,96,0,
20260305_235416,er,semantic,off,23,5,Government Environmental Regulations,0.32015618681907654,-0.12888476252555847,-0.033655792474746704,2,11,22,1,36,36,96,0.1523809523809524,1,0,5.333333333333333,2,10,96,0,
20260305_235416,er,semantic,off,23,6,Government Environmental Regulations,0.30360668897628784,-0.14543426036834717,-0.016549497842788696,1,11,23,1,36,36,96,0.1523809523809524,1,0,5.333333333333333,2,10,96,0,
20260305_235416,er,semantic,off,23,7,Government Environmental Regulations,0.2825022339820862,-0.16653871536254883,-0.02110445499420166,0,13,23,0,36,36,96,0.1523809523809524,1,0,5.333333333333333,2,10,96,0,
20260305_235416,er,semantic,off,23,8,Government Environmental Regulations,0.29637420177459717,-0.15266674757003784,0.013871967792510986,3,10,23,0,36,36,96,0.1523809523809524,1,0,5.333333333333333,2,10,96,0,
20260305_235416,er,semantic,off,23,9,Government Environmental Regulations,0.29650619626045227,-0.15253475308418274,0.00013199448585510254,3,16,17,0,36,36,96,0.1523809523809524,1,0,5.333333333333333,2,10,96,0,
20260305_235416,er,semantic,off,23,10,Government Environmental Regulations,0.3061562180519104,-0.1428847312927246,0.00965002179145813,1,12,22,1,36,36,96,0.1523809523809524,1,0,5.333333333333333,2,10,96,0,
20260305_235416,er,semantic,on,23,0,Government Environmental Regulations,0.4458497166633606,0.0,,9,9,10,9,37,37,101,0.15165165165165165,1,0,5.45945945945946,2,10,101,0,5
20260305_235416,er,semantic,on,23,1,Government Environmental Regulations,0.3938423693180084,-0.05200734734535217,-0.05200734734535217,5,12,17,3,37,37,101,0.15165165165165165,1,0,5.45945945945946,2,10,101,0,5
20260305_235416,er,semantic,on,23,2,Government Environmental Regulations,0.3754141926765442,-0.0704355239868164,-0.018428176641464233,6,14,17,0,37,37,101,0.15165165165165165,1,0,5.45945945945946,2,10,101,0,5
20260305_235416,er,semantic,on,23,3,Government Environmental Regulations,0.3685777187347412,-0.07727199792861938,-0.0068364739418029785,3,13,20,1,37,37,101,0.15165165165165165,1,0,5.45945945945946,2,10,101,0,5
20260305_235416,er,semantic,on,23,4,Government Environmental Regulations,0.33644965291023254,-0.10940006375312805,-0.03212806582450867,6,12,18,1,37,37,101,0.15165165165165165,1,0,5.45945945945946,2,10,101,0,5
20260305_235416,er,semantic,on,23,5,Government Environmental Regulations,0.2972426414489746,-0.148607075214386,-0.039207011461257935,3,13,21,0,37,37,101,0.15165165165165165,1,0,5.45945945945946,2,10,101,0,5
20260305_235416,er,semantic,on,23,6,Government Environmental Regulations,0.28868240118026733,-0.15716731548309326,-0.008560240268707275,5,12,20,0,37,37,101,0.15165165165165165,1,0,5.45945945945946,2,10,101,0,5
20260305_235416,er,semantic,on,23,7,Government Environmental Regulations,0.291776567697525,-0.15407314896583557,0.0030941665172576904,5,12,19,1,37,37,101,0.15165165165165165,1,0,5.45945945945946,2,10,101,0,5
20260305_235416,er,semantic,on,23,8,Government Environmental Regulations,0.2942073941230774,-0.1516423225402832,0.002430826425552368,5,15,17,0,37,37,101,0.15165165165165165,1,0,5.45945945945946,2,10,101,0,5
20260305_235416,er,semantic,on,23,9,Government Environmental Regulations,0.25138822197914124,-0.19446149468421936,-0.04281917214393616,7,10,18,2,37,37,101,0.15165165165165165,1,0,5.45945945945946,2,10,101,0,5
20260305_235416,er,semantic,on,23,10,Government Environmental Regulations,0.2634257674217224,-0.18242394924163818,0.012037545442581177,4,14,19,0,37,37,101,0.15165165165165165,1,0,5.45945945945946,2,10,101,0,5
20260305_235416,er,degroot,off,42,0,Government Environmental Regulations,0.1388888888888889,0.0,,,,,,,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,degroot,off,42,1,Government Environmental Regulations,0.0241426496637305,-0.11474623922515839,-0.11474623922515839,,,,,,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,degroot,off,42,2,Government Environmental Regulations,0.010666231879989312,-0.1282226570088996,-0.013476417783741187,,,,,,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,degroot,off,42,3,Government Environmental Regulations,0.007871987891610348,-0.13101690099727856,-0.002794243988378964,,,,,,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,degroot,off,42,4,Government Environmental Regulations,0.007266552309736714,-0.13162233657915218,-0.0006054355818736349,,,,,,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,degroot,off,42,5,Government Environmental Regulations,0.0069551041902054765,-0.13193378469868342,-0.0003114481195312371,,,,,,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,degroot,off,42,6,Government Environmental Regulations,0.0069221495816536895,-0.1319667393072352,-3.295460855178706e-05,,,,,,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,degroot,off,42,7,Government Environmental Regulations,0.006862163985303076,-0.13202672490358583,-5.9985596350613235e-05,,,,,,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,degroot,off,42,8,Government Environmental Regulations,0.006867980144262109,-0.1320209087446268,5.81615895903307e-06,,,,,,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,degroot,off,42,9,Government Environmental Regulations,0.0068517328725231155,-0.1320371560163658,-1.624727173899377e-05,,,,,,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,degroot,off,42,10,Government Environmental Regulations,0.0068564980801387575,-0.13203239080875015,4.765207615642017e-06,,,,,,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,semantic,off,42,0,Government Environmental Regulations,0.449040949344635,0.0,,9,9,9,9,36,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,semantic,off,42,1,Government Environmental Regulations,0.3637804687023163,-0.08526048064231873,-0.08526048064231873,5,13,15,3,36,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,semantic,off,42,2,Government Environmental Regulations,0.34367963671684265,-0.10536131262779236,-0.020100831985473633,6,8,22,0,36,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,semantic,off,42,3,Government Environmental Regulations,0.31699010729789734,-0.13205084204673767,-0.026689529418945312,5,6,24,1,36,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,semantic,off,42,4,Government Environmental Regulations,0.3571018874645233,-0.0919390618801117,0.04011178016662598,4,12,18,2,36,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,semantic,off,42,5,Government Environmental Regulations,0.3755353093147278,-0.07350564002990723,0.018433421850204468,5,14,15,2,36,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,semantic,off,42,6,Government Environmental Regulations,0.3308955729007721,-0.11814537644386292,-0.04463973641395569,4,10,22,0,36,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,semantic,off,42,7,Government Environmental Regulations,0.346216082572937,-0.102824866771698,0.015320509672164917,4,15,17,0,36,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,semantic,off,42,8,Government Environmental Regulations,0.3419259786605835,-0.10711497068405151,-0.004290103912353516,6,15,13,2,36,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,semantic,off,42,9,Government Environmental Regulations,0.32551634311676025,-0.12352460622787476,-0.016409635543823242,6,17,11,2,36,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,semantic,off,42,10,Government Environmental Regulations,0.3168986439704895,-0.1321423053741455,-0.008617699146270752,8,15,13,0,36,36,90,0.14285714285714285,2,1,5.0,0,10,90,0,
20260305_235416,er,semantic,on,42,0,Government Environmental Regulations,0.4458497166633606,0.0,,9,9,10,9,37,37,97,0.14564564564564564,2,1,5.243243243243243,0,11,97,0,7
20260305_235416,er,semantic,on,42,1,Government Environmental Regulations,0.3853411376476288,-0.06050857901573181,-0.06050857901573181,5,15,15,2,37,37,97,0.14564564564564564,2,1,5.243243243243243,0,11,97,0,7
20260305_235416,er,semantic,on,42,2,Government Environmental Regulations,0.36532527208328247,-0.08052444458007812,-0.020015865564346313,3,13,20,1,37,37,97,0.14564564564564564,2,1,5.243243243243243,0,11,97,0,7
20260305_235416,er,semantic,on,42,3,Government Environmental Regulations,0.3604089617729187,-0.0854407548904419,-0.0049163103103637695,2,10,23,2,37,37,97,0.14564564564564564,2,1,5.243243243243243,0,11,97,0,7
20260305_235416,er,semantic,on,42,4,Government Environmental Regulations,0.3488723039627075,-0.09697741270065308,-0.011536657810211182,3,11,21,2,37,37,97,0.14564564564564564,2,1,5.243243243243243,0,11,97,0,7
20260305_235416,er,semantic,on,42,5,Government Environmental Regulations,0.3593524992465973,-0.0864972174167633,0.01048019528388977,4,11,22,0,37,37,97,0.14564564564564564,2,1,5.243243243243243,0,11,97,0,7
20260305_235416,er,semantic,on,42,6,Government Environmental Regulations,0.353426456451416,-0.09242326021194458,-0.005926042795181274,2,13,19,3,37,37,97,0.14564564564564564,2,1,5.243243243243243,0,11,97,0,7
20260305_235416,er,semantic,on,42,7,Government Environmental Regulations,0.3364006280899048,-0.10944908857345581,-0.01702582836151123,1,8,27,1,37,37,97,0.14564564564564564,2,1,5.243243243243243,0,11,97,0,7
20260305_235416,er,semantic,on,42,8,Government Environmental Regulations,0.3320743441581726,-0.11377537250518799,-0.004326283931732178,5,8,23,1,37,37,97,0.14564564564564564,2,1,5.243243243243243,0,11,97,0,7
20260305_235416,er,semantic,on,42,9,Government Environmental Regulations,0.2918904721736908,-0.1539592444896698,-0.04018387198448181,2,8,27,0,37,37,97,0.14564564564564564,2,1,5.243243243243243,0,11,97,0,7
20260305_235416,er,semantic,on,42,10,Government Environmental Regulations,0.29191362857818604,-0.15393608808517456,2.3156404495239258e-05,1,8,27,1,37,37,97,0.14564564564564564,2,1,5.243243243243243,0,11,97,0,7
20260305_235416,rgglr,degroot,off,11,0,Government Environmental Regulations,0.1388888888888889,0.0,,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,1,Government Environmental Regulations,0.0601799702023074,-0.0787089186865815,-0.0787089186865815,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,2,Government Environmental Regulations,0.03236977374953919,-0.1065191151393497,-0.027810196452768207,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,3,Government Environmental Regulations,0.018372446011189023,-0.12051644287769987,-0.01399732773835017,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,4,Government Environmental Regulations,0.010714914554890088,-0.1281739743339988,-0.007657531456298935,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,5,Government Environmental Regulations,0.006398736623472031,-0.13249015226541686,-0.004316177931418056,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,6,Government Environmental Regulations,0.0038700782899740585,-0.13501881059891482,-0.0025286583334979728,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,7,Government Environmental Regulations,0.0023671850659981405,-0.13652170382289075,-0.001502893223975918,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,8,Government Environmental Regulations,0.001456805212288225,-0.13743208367660067,-0.0009103798537099155,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,9,Government Environmental Regulations,0.0009010040941823307,-0.13798788479470656,-0.0005558011181058943,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,degroot,off,11,10,Government Environmental Regulations,0.0005589024607146795,-0.1383299864281742,-0.0003421016334676512,,,,,,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,0,Government Environmental Regulations,0.449040949344635,0.0,,9,9,9,9,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,1,Government Environmental Regulations,0.35014548897743225,-0.09889546036720276,-0.09889546036720276,3,12,19,2,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,2,Government Environmental Regulations,0.34257200360298157,-0.10646894574165344,-0.007573485374450684,3,7,24,2,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,3,Government Environmental Regulations,0.34354168176651,-0.105499267578125,0.0009696781635284424,2,6,28,0,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,4,Government Environmental Regulations,0.3174856901168823,-0.13155525922775269,-0.026055991649627686,1,10,24,1,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,5,Government Environmental Regulations,0.30456891655921936,-0.14447203278541565,-0.012916773557662964,3,10,21,2,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,6,Government Environmental Regulations,0.2995988428592682,-0.14944210648536682,-0.004970073699951172,0,11,24,1,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,7,Government Environmental Regulations,0.27473437786102295,-0.17430657148361206,-0.02486446499824524,2,13,21,0,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,8,Government Environmental Regulations,0.26755067706108093,-0.18149027228355408,-0.007183700799942017,1,12,22,1,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,9,Government Environmental Regulations,0.26410552859306335,-0.18493542075157166,-0.003445148468017578,2,6,27,1,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,off,11,10,Government Environmental Regulations,0.25932008028030396,-0.18972086906433105,-0.004785448312759399,2,6,28,0,36,36,140,0.2222222222222222,1,0,7.777777777777778,2,14,120,20,
20260305_235416,rgglr,semantic,on,11,0,Government Environmental Regulations,0.4458497166633606,0.0,,9,9,10,9,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,1,Government Environmental Regulations,0.373635858297348,-0.07221385836601257,-0.07221385836601257,4,11,19,3,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,2,Government Environmental Regulations,0.33703944087028503,-0.10881027579307556,-0.03659641742706299,0,10,26,1,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,3,Government Environmental Regulations,0.32476112246513367,-0.12108859419822693,-0.012278318405151367,5,16,14,2,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,4,Government Environmental Regulations,0.3143330216407776,-0.131516695022583,-0.010428100824356079,4,18,15,0,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,5,Government Environmental Regulations,0.31330063939094543,-0.13254907727241516,-0.0010323822498321533,4,15,16,2,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,6,Government Environmental Regulations,0.32717254757881165,-0.11867716908454895,0.013871908187866211,5,15,16,1,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,7,Government Environmental Regulations,0.3110200762748718,-0.13482964038848877,-0.01615247130393982,1,13,22,1,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,8,Government Environmental Regulations,0.2968805730342865,-0.1489691436290741,-0.014139503240585327,4,16,16,1,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,9,Government Environmental Regulations,0.28822848200798035,-0.15762123465538025,-0.008652091026306152,2,10,25,0,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,semantic,on,11,10,Government Environmental Regulations,0.2632138729095459,-0.1826358437538147,-0.025014609098434448,0,2,34,1,37,37,149,0.22372372372372373,1,0,8.054054054054054,2,14,129,20,9
20260305_235416,rgglr,degroot,off,23,0,Government Environmental Regulations,0.1388888888888889,0.0,,,,,,,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,degroot,off,23,1,Government Environmental Regulations,0.08638790956312012,-0.052500979325768776,-0.052500979325768776,,,,,,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,degroot,off,23,2,Government Environmental Regulations,0.06011607670346469,-0.0787728121854242,-0.026271832859655432,,,,,,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
20260305_235416,rgglr,degroot,off,23,3,Government Environmental Regulations,0.04384924686692779,-0.09503964202196111,-0.0162668298365369,,,,,,36,149,0.2365079365079365,1,0,8.277777777777779,3,15,129,20,
